01,00,0,0000
01,00,1,0001
01,01,0,0002
01,01,1,0003
01,02,0,0004
01,02,1,0005
01,03,0,0006
01,03,1,0007
01,04,0,0008
01,04,1,0009
01,05,0,000A
01,05,1,000B
01,06,0,000C
01,06,1,000D
01,07,0,000E
01,07,1,000F
01,08,0,0010
01,08,1,0011
01,09,0,0012
01,09,1,0013
01,0A,0,0014
01,0A,1,0015
01,0B,0,0016
01,0B,1,0017
01,0C,0,0018
01,0C,1,0019
01,0D,0,001A
01,0D,1,001B
01,0E,0,001C
01,0E,1,001D
01,0F,0,001E
01,0F,1,001F
01,10,0,0020
01,10,1,0021
01,11,0,0022
01,11,1,0023
01,12,0,0024
01,12,1,0025
01,13,0,0026
01,13,1,0027
01,14,0,0028
01,14,1,0029
01,15,0,002A
01,15,1,002B
01,16,0,002C
01,16,1,002D
01,17,0,002E
01,17,1,002F
01,18,0,0030
01,18,1,0031
01,19,0,0032
01,19,1,0033
01,1A,0,0034
01,1A,1,0035
01,1B,0,0036
01,1B,1,0037
01,1C,0,0038
01,1C,1,0039
02,00,0,003A
02,00,1,003B
02,01,0,003C
02,01,1,003D
02,02,0,003E
02,02,1,003F
02,03,0,0040
02,03,1,0041
02,04,0,0042
02,04,1,0043
02,05,0,0044
02,05,1,0045
02,06,0,0046
02,06,1,0047
02,07,0,0048
02,07,1,0049
02,08,0,004A
02,08,1,004B
02,09,0,004C
02,09,1,004D
02,0A,0,004E
02,0A,1,004F
02,0B,0,0050
02,0B,1,0051
02,0C,0,0052
02,0C,1,0053
02,0D,0,0054
02,0D,1,0055
02,0E,0,0056
02,0E,1,0057
02,0F,0,0058
02,0F,1,0059
02,10,0,005A
02,10,1,005B
02,11,0,005C
02,11,1,005D
02,12,0,005E
02,12,1,005F
02,13,0,0060
02,13,1,0061
02,14,0,0062
02,14,1,0063
02,15,0,0064
02,15,1,0065
02,16,0,0066
02,16,1,0067
02,17,0,0068
02,17,1,0069
02,18,0,006A
02,18,1,006B
02,19,0,006C
02,19,1,006D
02,1A,0,006E
02,1A,1,006F
02,1B,0,0070
02,1B,1,0071
02,1C,0,0072
02,1C,1,0073
03,00,0,0074
03,00,1,0075
03,01,0,0076
03,01,1,0077
03,02,0,0078
03,02,1,0079
03,03,0,007A
03,03,1,007B
03,04,0,007C
03,04,1,007D
03,05,0,007E
03,05,1,007F
03,06,0,0080
03,06,1,0081
03,07,0,0082
03,07,1,0083
03,08,0,0084
03,08,1,0085
03,09,0,0086
03,09,1,0087
03,0A,0,0088
03,0A,1,0089
03,0B,0,008A
03,0B,1,008B
03,0C,0,008C
03,0C,1,008D
03,0D,0,008E
03,0D,1,008F
03,0E,0,0090
03,0E,1,0091
03,0F,0,0092
03,0F,1,0093
03,10,0,0094
03,10,1,0095
03,11,0,0096
03,11,1,0097
03,12,0,0098
03,12,1,0099
03,13,0,009A
03,13,1,009B
03,14,0,009C
03,14,1,009D
03,15,0,009E
03,15,1,009F
03,16,0,00A0
03,16,1,00A1
03,17,0,00A2
03,17,1,00A3
03,18,0,00A4
03,18,1,00A5
03,19,0,00A6
03,19,1,00A7
03,1A,0,00A8
03,1A,1,00A9
03,1B,0,00AA
03,1B,1,00AB
03,1C,0,00AC
03,1C,1,00AD
04,00,0,00AE
04,00,1,00AF
04,01,0,00B0
04,01,1,00B1
04,02,0,00B2
04,02,1,00B3
04,03,0,00B4
04,03,1,00B5
04,04,0,00B6
04,04,1,00B7
04,05,0,00B8
04,05,1,00B9
04,06,0,00BA
04,06,1,00BB
04,07,0,00BC
04,07,1,00BD
04,08,0,00BE
04,08,1,00BF
04,09,0,00C0
04,09,1,00C1
04,0A,0,00C2
04,0A,1,00C3
04,0B,0,00C4
04,0B,1,00C5
04,0C,0,00C6
04,0C,1,00C7
04,0D,0,00C8
04,0D,1,00C9
04,0E,0,00CA
04,0E,1,00CB
04,0F,0,00CC
04,0F,1,00CD
04,10,0,00CE
04,10,1,00CF
04,11,0,00D0
04,11,1,00D1
04,12,0,00D2
04,12,1,00D3
04,13,0,00D4
04,13,1,00D5
04,14,0,00D6
04,14,1,00D7
04,15,0,00D8
04,15,1,00D9
04,16,0,00DA
04,16,1,00DB
04,17,0,00DC
04,17,1,00DD
04,18,0,00DE
04,18,1,00DF
04,19,0,00E0
04,19,1,00E1
04,1A,0,00E2
04,1A,1,00E3
04,1B,0,00E4
04,1B,1,00E5
04,1C,0,00E6
04,1C,1,00E7
05,00,0,00E8
05,00,1,00E9
05,01,0,00EA
05,01,1,00EB
05,02,0,00EC
05,02,1,00ED
05,03,0,00EE
05,03,1,00EF
05,04,0,00F0
05,04,1,00F1
05,05,0,00F2
05,05,1,00F3
05,06,0,00F4
05,06,1,00F5
05,07,0,00F6
05,07,1,00F7
05,08,0,00F8
05,08,1,00F9
05,09,0,00FA
05,09,1,00FB
05,0A,0,00FC
05,0A,1,00FD
05,0B,0,00FE
05,0B,1,00FF
05,0C,0,0100
05,0C,1,0101
05,0D,0,0102
05,0D,1,0103
05,0E,0,0104
05,0E,1,0105
05,0F,0,0106
05,0F,1,0107
05,10,0,0108
05,10,1,0109
05,11,0,010A
05,11,1,010B
05,12,0,010C
05,12,1,010D
05,13,0,010E
05,13,1,010F
05,14,0,0110
05,14,1,0111
05,15,0,0112
05,15,1,0113
05,16,0,0114
05,16,1,0115
05,17,0,0116
05,17,1,0117
05,18,0,0118
05,18,1,0119
05,19,0,011A
05,19,1,011B
05,1A,0,011C
05,1A,1,011D
05,1B,0,011E
05,1B,1,011F
05,1C,0,0120
05,1C,1,0121
06,00,0,0122
06,00,1,0123
06,01,0,0124
06,01,1,0125
06,02,0,0126
06,02,1,0127
06,03,0,0128
06,03,1,0129
06,04,0,012A
06,04,1,012B
06,05,0,012C
06,05,1,012D
06,06,0,012E
06,06,1,012F
06,07,0,0130
06,07,1,0131
06,08,0,0132
06,08,1,0133
06,09,0,0134
06,09,1,0135
06,0A,0,0136
06,0A,1,0137
06,0B,0,0138
06,0B,1,0139
06,0C,0,013A
06,0C,1,013B
06,0D,0,013C
06,0D,1,013D
06,0E,0,013E
06,0E,1,013F
06,0F,0,0140
06,0F,1,0141
06,10,0,0142
06,10,1,0143
06,11,0,0144
06,11,1,0145
06,12,0,0146
06,12,1,0147
06,13,0,0148
06,13,1,0149
06,14,0,014A
06,14,1,014B
06,15,0,014C
06,15,1,014D
06,16,0,014E
06,16,1,014F
06,17,0,0150
06,17,1,0151
06,18,0,0152
06,18,1,0153
06,19,0,0154
06,19,1,0155
06,1A,0,0156
06,1A,1,0157
06,1B,0,0158
06,1B,1,0159
06,1C,0,015A
06,1C,1,015B
07,00,0,015C
07,00,1,015D
07,01,0,015E
07,01,1,015F
07,02,0,0160
07,02,1,0161
07,03,0,0162
07,03,1,0163
07,04,0,0164
07,04,1,0165
07,05,0,0166
07,05,1,0167
07,06,0,0168
07,06,1,0169
07,07,0,016A
07,07,1,016B
07,08,0,016C
07,08,1,016D
07,09,0,016E
07,09,1,016F
07,0A,0,0170
07,0A,1,0171
07,0B,0,0172
07,0B,1,0173
07,0C,0,0174
07,0C,1,0175
07,0D,0,0176
07,0D,1,0177
07,0E,0,0178
07,0E,1,0179
07,0F,0,017A
07,0F,1,017B
07,10,0,017C
07,10,1,017D
07,11,0,017E
07,11,1,017F
07,12,0,0180
07,12,1,0181
07,13,0,0182
07,13,1,0183
07,14,0,0184
07,14,1,0185
07,15,0,0186
07,15,1,0187
07,16,0,0188
07,16,1,0189
07,17,0,018A
07,17,1,018B
07,18,0,018C
07,18,1,018D
07,19,0,018E
07,19,1,018F
07,1A,0,0190
07,1A,1,0191
07,1B,0,0192
07,1B,1,0193
07,1C,0,0194
07,1C,1,0195
08,00,0,0196
08,00,1,0197
08,01,0,0198
08,01,1,0199
08,02,0,019A
08,02,1,019B
08,03,0,019C
08,03,1,019D
08,04,0,019E
08,04,1,019F
08,05,0,01A0
08,05,1,01A1
08,06,0,01A2
08,06,1,01A3
08,07,0,01A4
08,07,1,01A5
08,08,0,01A6
08,08,1,01A7
08,09,0,01A8
08,09,1,01A9
08,0A,0,01AA
08,0A,1,01AB
08,0B,0,01AC
08,0B,1,01AD
08,0C,0,01AE
08,0C,1,01AF
08,0D,0,01B0
08,0D,1,01B1
08,0E,0,01B2
08,0E,1,01B3
08,0F,0,01B4
08,0F,1,01B5
08,10,0,01B6
08,10,1,01B7
08,11,0,01B8
08,11,1,01B9
08,12,0,01BA
08,12,1,01BB
08,13,0,01BC
08,13,1,01BD
08,14,0,01BE
08,14,1,01BF
08,15,0,01C0
08,15,1,01C1
08,16,0,01C2
08,16,1,01C3
08,17,0,01C4
08,17,1,01C5
08,18,0,01C6
08,18,1,01C7
08,19,0,01C8
08,19,1,01C9
08,1A,0,01CA
08,1A,1,01CB
08,1B,0,01CC
08,1B,1,01CD
08,1C,0,01CE
08,1C,1,01CF
09,00,0,01D0
09,00,1,01D1
09,01,0,01D2
09,01,1,01D3
09,02,0,01D4
09,02,1,01D5
09,03,0,01D6
09,03,1,01D7
09,04,0,01D8
09,04,1,01D9
09,05,0,01DA
09,05,1,01DB
09,06,0,01DC
09,06,1,01DD
09,07,0,01DE
09,07,1,01DF
09,08,0,01E0
09,08,1,01E1
09,09,0,01E2
09,09,1,01E3
09,0A,0,01E4
09,0A,1,01E5
09,0B,0,01E6
09,0B,1,01E7
09,0C,0,01E8
09,0C,1,01E9
09,0D,0,01EA
09,0D,1,01EB
09,0E,0,01EC
09,0E,1,01ED
09,0F,0,01EE
09,0F,1,01EF
09,10,0,01F0
09,10,1,01F1
09,11,0,01F2
09,11,1,01F3
09,12,0,01F4
09,12,1,01F5
09,13,0,01F6
09,13,1,01F7
09,14,0,01F8
09,14,1,01F9
09,15,0,01FA
09,15,1,01FB
09,16,0,01FC
09,16,1,01FD
09,17,0,01FE
09,17,1,01FF
09,18,0,0200
09,18,1,0201
09,19,0,0202
09,19,1,0203
09,1A,0,0204
09,1A,1,0205
09,1B,0,0206
09,1B,1,0207
09,1C,0,0208
09,1C,1,0209
0A,00,0,020A
0A,00,1,020B
0A,01,0,020C
0A,01,1,020D
0A,02,0,020E
0A,02,1,020F
0A,03,0,0210
0A,03,1,0211
0A,04,0,0212
0A,04,1,0213
0A,05,0,0214
0A,05,1,0215
0A,06,0,0216
0A,06,1,0217
0A,07,0,0218
0A,07,1,0219
0A,08,0,021A
0A,08,1,021B
0A,09,0,021C
0A,09,1,021D
0A,0A,0,021E
0A,0A,1,021F
0A,0B,0,0220
0A,0B,1,0221
0A,0C,0,0222
0A,0C,1,0223
0A,0D,0,0224
0A,0D,1,0225
0A,0E,0,0226
0A,0E,1,0227
0A,0F,0,0228
0A,0F,1,0229
0A,10,0,022A
0A,10,1,022B
0A,11,0,022C
0A,11,1,022D
0A,12,0,022E
0A,12,1,022F
0A,13,0,0230
0A,13,1,0231
0A,14,0,0232
0A,14,1,0233
0A,15,0,0234
0A,15,1,0235
0A,16,0,0236
0A,16,1,0237
0A,17,0,0238
0A,17,1,0239
0A,18,0,023A
0A,18,1,023B
0A,19,0,023C
0A,19,1,023D
0A,1A,0,023E
0A,1A,1,023F
0A,1B,0,0240
0A,1B,1,0241
0A,1C,0,0242
0A,1C,1,0243
0B,00,0,0244
0B,00,1,0245
0B,01,0,0246
0B,01,1,0247
0B,02,0,0248
0B,02,1,0249
0B,03,0,024A
0B,03,1,024B
0B,04,0,024C
0B,04,1,024D
0B,05,0,024E
0B,05,1,024F
0B,06,0,0250
0B,06,1,0251
0B,07,0,0252
0B,07,1,0253
0B,08,0,0254
0B,08,1,0255
0B,09,0,0256
0B,09,1,0257
0B,0A,0,0258
0B,0A,1,0259
0B,0B,0,025A
0B,0B,1,025B
0B,0C,0,025C
0B,0C,1,025D
0B,0D,0,025E
0B,0D,1,025F
0B,0E,0,0260
0B,0E,1,0261
0B,0F,0,0262
0B,0F,1,0263
0B,10,0,0264
0B,10,1,0265
0B,11,0,0266
0B,11,1,0267
0B,12,0,0268
0B,12,1,0269
0B,13,0,026A
0B,13,1,026B
0B,14,0,026C
0B,14,1,026D
0B,15,0,026E
0B,15,1,026F
0B,16,0,0270
0B,16,1,0271
0B,17,0,0272
0B,17,1,0273
0B,18,0,0274
0B,18,1,0275
0B,19,0,0276
0B,19,1,0277
0B,1A,0,0278
0B,1A,1,0279
0B,1B,0,027A
0B,1B,1,027B
0B,1C,0,027C
0B,1C,1,027D
0C,00,0,027E
0C,00,1,027F
0C,01,0,0280
0C,01,1,0281
0C,02,0,0282
0C,02,1,0283
0C,03,0,0284
0C,03,1,0285
0C,04,0,0286
0C,04,1,0287
0C,05,0,0288
0C,05,1,0289
0C,06,0,028A
0C,06,1,028B
0C,07,0,028C
0C,07,1,028D
0C,08,0,028E
0C,08,1,028F
0C,09,0,0290
0C,09,1,0291
0C,0A,0,0292
0C,0A,1,0293
0C,0B,0,0294
0C,0B,1,0295
0C,0C,0,0296
0C,0C,1,0297
0C,0D,0,0298
0C,0D,1,0299
0C,0E,0,029A
0C,0E,1,029B
0C,0F,0,029C
0C,0F,1,029D
0C,10,0,029E
0C,10,1,029F
0C,11,0,02A0
0C,11,1,02A1
0C,12,0,02A2
0C,12,1,02A3
0C,13,0,02A4
0C,13,1,02A5
0C,14,0,02A6
0C,14,1,02A7
0C,15,0,02A8
0C,15,1,02A9
0C,16,0,02AA
0C,16,1,02AB
0C,17,0,02AC
0C,17,1,02AD
0C,18,0,02AE
0C,18,1,02AF
0C,19,0,02B0
0C,19,1,02B1
0C,1A,0,02B2
0C,1A,1,02B3
0C,1B,0,02B4
0C,1B,1,02B5
0C,1C,0,02B6
0C,1C,1,02B7
0D,00,0,02B8
0D,00,1,02B9
0D,01,0,02BA
0D,01,1,02BB
0D,02,0,02BC
0D,02,1,02BD
0D,03,0,02BE
0D,03,1,02BF
0D,04,0,02C0
0D,04,1,02C1
0D,05,0,02C2
0D,05,1,02C3
0D,06,0,02C4
0D,06,1,02C5
0D,07,0,02C6
0D,07,1,02C7
0D,08,0,02C8
0D,08,1,02C9
0D,09,0,02CA
0D,09,1,02CB
0D,0A,0,02CC
0D,0A,1,02CD
0D,0B,0,02CE
0D,0B,1,02CF
0D,0C,0,02D0
0D,0C,1,02D1
0D,0D,0,02D2
0D,0D,1,02D3
0D,0E,0,02D4
0D,0E,1,02D5
0D,0F,0,02D6
0D,0F,1,02D7
0D,10,0,02D8
0D,10,1,02D9
0D,11,0,02DA
0D,11,1,02DB
0D,12,0,02DC
0D,12,1,02DD
0D,13,0,02DE
0D,13,1,02DF
0D,14,0,02E0
0D,14,1,02E1
0D,15,0,02E2
0D,15,1,02E3
0D,16,0,02E4
0D,16,1,02E5
0D,17,0,02E6
0D,17,1,02E7
0D,18,0,02E8
0D,18,1,02E9
0D,19,0,02EA
0D,19,1,02EB
0D,1A,0,02EC
0D,1A,1,02ED
0D,1B,0,02EE
0D,1B,1,02EF
0D,1C,0,02F0
0D,1C,1,02F1
0E,00,0,02F2
0E,00,1,02F3
0E,01,0,02F4
0E,01,1,02F5
0E,02,0,02F6
0E,02,1,02F7
0E,03,0,02F8
0E,03,1,02F9
0E,04,0,02FA
0E,04,1,02FB
0E,05,0,02FC
0E,05,1,02FD
0E,06,0,02FE
0E,06,1,02FF
0E,07,0,0300
0E,07,1,0301
0E,08,0,0302
0E,08,1,0303
0E,09,0,0304
0E,09,1,0305
0E,0A,0,0306
0E,0A,1,0307
0E,0B,0,0308
0E,0B,1,0309
0E,0C,0,030A
0E,0C,1,030B
0E,0D,0,030C
0E,0D,1,030D
0E,0E,0,030E
0E,0E,1,030F
0E,0F,0,0310
0E,0F,1,0311
0E,10,0,0312
0E,10,1,0313
0E,11,0,0314
0E,11,1,0315
0E,12,0,0316
0E,12,1,0317
0E,13,0,0318
0E,13,1,0319
0E,14,0,031A
0E,14,1,031B
0E,15,0,031C
0E,15,1,031D
0E,16,0,031E
0E,16,1,031F
0E,17,0,0320
0E,17,1,0321
0E,18,0,0322
0E,18,1,0323
0E,19,0,0324
0E,19,1,0325
0E,1A,0,0326
0E,1A,1,0327
0E,1B,0,0328
0E,1B,1,0329
0E,1C,0,032A
0E,1C,1,032B
0F,00,0,032C
0F,00,1,032D
0F,01,0,032E
0F,01,1,032F
0F,02,0,0330
0F,02,1,0331
0F,03,0,0332
0F,03,1,0333
0F,04,0,0334
0F,04,1,0335
0F,05,0,0336
0F,05,1,0337
0F,06,0,0338
0F,06,1,0339
0F,07,0,033A
0F,07,1,033B
0F,08,0,033C
0F,08,1,033D
0F,09,0,033E
0F,09,1,033F
0F,0A,0,0340
0F,0A,1,0341
0F,0B,0,0342
0F,0B,1,0343
0F,0C,0,0344
0F,0C,1,0345
0F,0D,0,0346
0F,0D,1,0347
0F,0E,0,0348
0F,0E,1,0349
0F,0F,0,034A
0F,0F,1,034B
0F,10,0,034C
0F,10,1,034D
0F,11,0,034E
0F,11,1,034F
0F,12,0,0350
0F,12,1,0351
0F,13,0,0352
0F,13,1,0353
0F,14,0,0354
0F,14,1,0355
0F,15,0,0356
0F,15,1,0357
0F,16,0,0358
0F,16,1,0359
0F,17,0,035A
0F,17,1,035B
0F,18,0,035C
0F,18,1,035D
0F,19,0,035E
0F,19,1,035F
0F,1A,0,0360
0F,1A,1,0361
0F,1B,0,0362
0F,1B,1,0363
0F,1C,0,0364
0F,1C,1,0365
10,00,0,0366
10,00,1,0367
10,01,0,0368
10,01,1,0369
10,02,0,036A
10,02,1,036B
10,03,0,036C
10,03,1,036D
10,04,0,036E
10,04,1,036F
10,05,0,0370
10,05,1,0371
10,06,0,0372
10,06,1,0373
10,07,0,0374
10,07,1,0375
10,08,0,0376
10,08,1,0377
10,09,0,0378
10,09,1,0379
10,0A,0,037A
10,0A,1,037B
10,0B,0,037C
10,0B,1,037D
10,0C,0,037E
10,0C,1,037F
10,0D,0,0380
10,0D,1,0381
10,0E,0,0382
10,0E,1,0383
10,0F,0,0384
10,0F,1,0385
10,10,0,0386
10,10,1,0387
10,11,0,0388
10,11,1,0389
10,12,0,038A
10,12,1,038B
10,13,0,038C
10,13,1,038D
10,14,0,038E
10,14,1,038F
10,15,0,0390
10,15,1,0391
10,16,0,0392
10,16,1,0393
10,17,0,0394
10,17,1,0395
10,18,0,0396
10,18,1,0397
10,19,0,0398
10,19,1,0399
10,1A,0,039A
10,1A,1,039B
10,1B,0,039C
10,1B,1,039D
10,1C,0,039E
10,1C,1,039F
11,00,0,03A0
11,00,1,03A1
11,01,0,03A2
11,01,1,03A3
11,02,0,03A4
11,02,1,03A5
11,03,0,03A6
11,03,1,03A7
11,04,0,03A8
11,04,1,03A9
11,05,0,03AA
11,05,1,03AB
11,06,0,03AC
11,06,1,03AD
11,07,0,03AE
11,07,1,03AF
11,08,0,03B0
11,08,1,03B1
11,09,0,03B2
11,09,1,03B3
11,0A,0,03B4
11,0A,1,03B5
11,0B,0,03B6
11,0B,1,03B7
11,0C,0,03B8
11,0C,1,03B9
11,0D,0,03BA
11,0D,1,03BB
11,0E,0,03BC
11,0E,1,03BD
11,0F,0,03BE
11,0F,1,03BF
11,10,0,03C0
11,10,1,03C1
11,11,0,03C2
11,11,1,03C3
11,12,0,03C4
11,12,1,03C5
11,13,0,03C6
11,13,1,03C7
11,14,0,03C8
11,14,1,03C9
11,15,0,03CA
11,15,1,03CB
11,16,0,03CC
11,16,1,03CD
11,17,0,03CE
11,17,1,03CF
11,18,0,03D0
11,18,1,03D1
11,19,0,03D2
11,19,1,03D3
11,1A,0,03D4
11,1A,1,03D5
11,1B,0,03D6
11,1B,1,03D7
11,1C,0,03D8
11,1C,1,03D9
12,00,0,03DA
12,00,1,03DB
12,01,0,03DC
12,01,1,03DD
12,02,0,03DE
12,02,1,03DF
12,03,0,03E0
12,03,1,03E1
12,04,0,03E2
12,04,1,03E3
12,05,0,03E4
12,05,1,03E5
12,06,0,03E6
12,06,1,03E7
12,07,0,03E8
12,07,1,03E9
12,08,0,03EA
12,08,1,03EB
12,09,0,03EC
12,09,1,03ED
12,0A,0,03EE
12,0A,1,03EF
12,0B,0,03F0
12,0B,1,03F1
12,0C,0,03F2
12,0C,1,03F3
12,0D,0,03F4
12,0D,1,03F5
12,0E,0,03F6
12,0E,1,03F7
12,0F,0,03F8
12,0F,1,03F9
12,10,0,03FA
12,10,1,03FB
12,11,0,03FC
12,11,1,03FD
12,12,0,03FE
12,12,1,03FF
12,13,0,0400
12,13,1,0401
12,14,0,0402
12,14,1,0403
12,15,0,0404
12,15,1,0405
12,16,0,0406
12,16,1,0407
12,17,0,0408
12,17,1,0409
12,18,0,040A
12,18,1,040B
12,19,0,040C
12,19,1,040D
12,1A,0,040E
12,1A,1,040F
12,1B,0,0410
